time,net_p,net_b,cpu,mem,reads,writes,bperp
1,25865,3503397,238.2,4.141763279004061,0,0,131.65718065559363
2,33648,4071365,0.0,4.141763279004061,0,0,117.61173298107624
3,28390,4095158,260.5,4.141763279004061,0,0,140.20674428906037
4,22090,3178887,231.4,4.141763279004061,0,0,139.8788633969156
5,25232,3333772,227.6,4.141763279004061,0,0,128.42453177215626
6,26669,3967419,264.4,4.141763279004061,0,0,144.60108354145504
7,26502,3987920,259.5,4.141763279004061,0,0,146.26520840745226
8,23710,3465766,236.4,4.141763279004061,0,0,142.08037566301596
9,25350,4263988,263.5,4.141763279004061,0,7962,163.49649646327836
10,24030,3567770,244.2,4.141763279004061,0,0,144.31562580749952
11,26244,3308640,231.6,4.141763279004061,0,0,122.5422487161486
12,25399,3713341,248.9,4.141763279004061,0,0,142.10483168979164
13,25189,3540040,245.0,4.141763279004061,0,0,136.60727690048762
14,25029,3800484,251.9,4.141763279004061,0,87591,147.59162583208186
15,20782,3097459,229.6,4.141763279004061,0,0,144.8697230223655
16,27712,4142051,265.4,4.141763279004061,0,0,145.28418051867536
17,21849,3601587,252.8,4.141763279004061,0,31851,160.2272288027665
18,26169,3934665,257.7,4.141763279004061,0,0,146.145140013206
19,25467,3923856,260.6,4.141763279004061,0,0,149.7655224119789
20,26843,3518065,241.2,4.141763279004061,0,0,127.39228829867837
21,28080,4191149,280.2,4.141763279004061,0,0,145.07770911259948
22,26770,3588758,236.3,4.141763279004061,0,0,130.3060478491133
23,27333,3557734,247.1,4.141763279004061,0,0,126.51972772624822
24,33781,4764819,301.4,4.141763279004061,0,0,137.10132992571482
25,32324,4161736,269.3,4.141763279004061,0,0,125.14618745260636
26,26306,3479250,240.3,4.141763279004061,0,0,128.5564045808686
27,23516,3328500,228.6,4.141763279004061,0,0,137.5811249937996
28,27612,3750287,254.8,4.141763279004061,0,0,132.0198209243335
29,33590,4539931,277.1,4.141763279004061,0,3981,131.37517519178547
30,25098,3861171,248.1,4.141763279004061,0,0,149.5361051297242
31,25452,3491030,237.3,4.141763279004061,0,15925,133.32176833598547
32,27014,3416017,241.4,4.141763279004061,0,31851,122.9136944037403
33,25227,3985241,251.9,4.141763279004061,0,0,153.55016700537422
34,28221,3925078,252.8,4.141763279004061,0,0,135.18903776775352
35,24652,3622632,236.3,4.141763279004061,0,0,142.83703813184022
36,26352,3367333,238.2,4.141763279004061,0,11944,124.20543416062155
37,25866,3391228,237.3,4.141763279004061,0,0,127.43710551038026
38,25493,3454350,238.3,4.141763279004061,0,0,131.70969499279377
39,24061,3447913,242.1,4.141763279004061,0,0,139.28712213760215
40,23191,3356618,234.5,4.141763279004061,0,0,140.6856487936007
41,25544,3506597,237.4,4.141763279004061,0,0,133.4321721218532
42,23915,3515159,231.5,4.141763279004061,0,0,142.86941469161738
43,27462,3626895,242.2,4.141763279004061,0,0,128.37204157013113
44,33827,4486086,282.0,4.141763279004061,0,0,128.90683047348182
45,24027,3374952,247.0,4.141763279004061,0,0,136.532718032396
46,26791,3138653,221.7,4.141763279004061,0,0,113.87200105521003
47,25038,3016213,219.0,4.141763279004061,0,0,117.09359117157855
48,22062,3180634,237.4,4.141763279004061,0,0,140.1345882895682
49,33950,4339006,286.7,4.141763279004061,0,0,124.22717008978614
50,27224,3753333,250.9,4.141763279004061,0,0,134.00933230410178
51,27877,4138935,266.3,4.141763279004061,0,19907,144.3143540660982
52,28203,4252789,287.8,4.141763279004061,0,0,146.57211540161637
53,29204,3979404,272.4,4.141763279004061,0,0,132.44816098157165
54,26958,3871583,256.8,4.141763279004061,0,0,139.59699753854653
55,22936,3095790,232.5,4.141763279004061,0,0,131.19424423069316
56,29633,4270978,265.4,4.141763279004061,0,0,140.09638716582893
57,23177,3587112,237.4,4.141763279004061,0,0,150.43456714433296
58,18385,2919821,230.7,4.141763279004061,0,0,154.36537231444058
59,27931,3568448,231.5,4.141763279004061,0,0,124.18473647465626
