time,net_p,net_b,cpu,mem,reads,writes,bperp
1,5996,593433,0.0,2.5181567217395866,0,0,98.97148098732488
2,20605,2990035,232.8,2.5182052983478127,0,40960,145.1121087114778
3,17619,2236473,202.1,2.5182052983478127,0,0,126.93529712242466
4,24346,3203623,244.9,2.5182113704238405,0,36864,131.58724225745502
5,24208,3166803,242.9,2.5182113704238405,0,0,130.81638301387972
6,21712,3085852,250.0,2.518229586651925,0,0,142.126565954311
7,25627,3306827,242.9,2.5182478028800097,0,65536,129.0368361493737
8,15673,2078413,201.1,2.5182478028800097,0,0,132.61105085178332
9,46983,4366740,261.9,2.518296379488236,0,0,92.9429793755188
10,28449,3430034,252.0,2.518296379488236,0,0,120.56782312207811
11,21429,2648722,224.0,2.5183206677923486,0,4096,123.60455457557515
12,35601,3663317,244.9,2.518326739868377,0,81920,102.89927249234572
13,42140,3977890,248.9,2.5183996047807153,0,0,94.3970099667774
14,23439,3031009,242.9,2.5183996047807153,0,0,129.31477452109732
15,20195,2636359,222.1,2.521514579783193,0,0,130.5451349343897
16,25338,3141937,247.1,2.521514579783193,0,155648,124.00098666035204
17,21915,2922179,232.9,2.521514579783193,0,81920,133.34150125484828
18,4770,485341,136.4,2.5215570843153903,0,0,101.74863731656184
19,21113,3261534,321.9,2.5215570843153903,0,16384,154.4798939042296
20,33504,3512995,308.7,2.521617805075673,0,0,104.85300262655205
21,27512,3013655,227.0,2.521623877151701,0,0,109.5396554230881
22,27323,3526550,259.9,2.5216420933797856,0,65536,129.06891629762472
23,31945,3389677,232.0,2.5217028141400677,0,0,106.10978243856628
24,26616,2882720,225.0,2.5217028141400677,0,0,108.3077847911031
25,36479,3598955,242.9,2.521714958292124,0,0,98.6582691411497
26,23042,2754744,233.9,2.5217210303681523,0,0,119.55316378786564
27,26582,3083222,246.9,2.5248602936747426,0,81920,115.98909036189903
28,23544,2972587,236.0,2.524866365750771,0,0,126.25666836561332
29,30541,3468273,253.9,2.524866365750771,0,0,113.56121279591369
30,26523,3166833,249.0,2.5248785099028273,0,0,119.39950231874222
31,20751,2399960,208.1,2.52490279820694,0,0,115.65514914943859
32,26848,3073105,239.1,2.52490279820694,0,0,114.46308849821216
33,20974,2745189,231.0,2.5249210144350247,0,0,130.88533422332412
34,23689,3057382,242.9,2.5249210144350247,0,8192,129.063362742201
35,26055,3095241,239.9,2.5249210144350247,0,0,118.79643062751872
36,21583,2766283,232.2,2.5249331585870816,0,0,128.16953157577723
37,36599,3642720,262.0,2.5250242397275047,0,8192,99.530588267439
38,22436,2750190,226.0,2.525030311803533,0,0,122.57933678017471
39,26885,3239205,244.9,2.5281513588820386,0,0,120.4837269853078
40,27207,3044167,240.0,2.5281513588820386,0,4096,111.88910942036976
41,49358,4408012,254.0,2.5281817192621796,0,0,89.30694112403258
42,54305,4342620,244.0,2.5281817192621796,0,4096,79.9672221710708
43,29962,3466150,255.9,2.5281817192621796,0,0,115.68486749883185
44,36168,3424938,235.9,2.5281817192621796,0,0,94.69525547445255
45,24773,3157280,252.9,2.5282120796423206,0,221184,127.4484317603843
46,29103,3622784,264.8,2.5282120796423206,0,0,124.48146239219325
47,24726,3052278,247.9,2.5282120796423206,0,0,123.44406697403542
48,27668,3191991,246.1,2.5282120796423206,0,0,115.36760878993783
49,22271,2619186,225.1,2.528224223794377,0,16384,117.60522652777153
50,37809,3519564,234.0,2.528224223794377,0,0,93.087994921844
51,23598,2887994,233.0,2.528236367946434,0,0,122.38299855919993
52,24171,2848161,235.0,2.5282424400224617,0,0,117.8338091100906
53,28491,3426270,262.9,2.5282667283265745,0,0,120.25797620301148
54,19508,2478328,212.1,2.5282667283265745,0,0,127.04162394914907
55,23140,2626107,233.2,2.5281999354902642,0,0,113.48777009507347
56,25921,2992194,234.0,2.5281999354902642,0,0,115.43512981752247
57,31055,3382725,254.9,2.5281999354902642,0,0,108.92690388021252
58,25450,2635423,214.0,2.5282060075662924,0,0,103.55296660117878
59,28403,3476783,259.8,2.5282120796423206,0,0,122.40900609090589
