time,net_p,net_b,cpu,mem,reads,writes,bperp
1,25930,3478836,0.0,4.87067935358136,0,4096,134.16259159274972
2,26689,3355119,249.0,4.87067935358136,0,0,125.71167896886358
3,23391,3091752,245.9,4.87067935358136,0,0,132.1769911504425
4,21008,2972220,214.1,4.87067935358136,0,0,141.48038842345773
5,20985,3014121,245.0,4.87067935358136,0,0,143.63216583273768
6,23489,2841654,216.1,4.87067935358136,0,0,120.97807484354378
7,20165,2768315,234.0,4.8706854256573875,0,0,137.2831638978428
8,22536,2860121,221.2,4.8706854256573875,0,16384,126.91342740504082
9,28021,3714003,281.9,4.8706854256573875,0,0,132.5435566182506
10,22393,2769576,217.1,4.8706854256573875,0,0,123.68043585048899
11,19942,2740611,225.0,4.8706854256573875,0,0,137.42909437368368
12,24002,3116219,240.1,4.8706854256573875,0,0,129.83163903008082
13,20623,2591080,224.4,4.870697569809444,0,0,125.64030451437715
14,19047,2604470,218.1,4.870697569809444,0,0,136.7391190213682
15,21691,3098644,253.2,4.870697569809444,0,0,142.85390254022406
16,25382,3281796,246.0,4.870697569809444,0,16384,129.296194153337
17,19936,3144131,232.0,4.870697569809444,0,0,157.71122592295345
18,22152,3074590,223.0,4.870697569809444,0,0,138.79514265077646
19,20763,2858925,230.0,4.870697569809444,0,0,137.6932524201705
20,26681,3505662,267.0,4.870697569809444,0,0,131.3917019601964
21,18519,2727506,205.4,4.870697569809444,0,0,147.2814946811383
22,19869,3150177,251.1,4.870697569809444,0,0,158.54733504454174
23,29075,3955787,275.9,4.870697569809444,0,0,136.05458297506448
24,19999,2616363,230.1,4.870697569809444,0,0,130.82469123456173
25,18825,2861397,217.1,4.870697569809444,0,8192,151.9998406374502
26,25492,3318436,241.1,4.870697569809444,0,0,130.17558449709713
27,24287,2945725,230.1,4.870697569809444,0,0,121.28813768682835
28,24227,2997926,250.2,4.870697569809444,0,0,123.74317909770092
29,15713,2407385,204.2,4.870697569809444,0,0,153.2097626169414
30,29607,3544497,276.8,4.870709713961499,0,0,119.71820853176614
31,23296,3138412,226.1,4.870709713961499,0,4096,134.7189217032967
32,22698,3145449,234.0,4.870715786037529,0,0,138.5782447792757
33,21575,2723894,218.1,4.870715786037529,0,0,126.25232908458864
34,21037,2687926,224.0,4.870715786037529,0,0,127.77135523125921
35,21208,2865816,223.0,4.870715786037529,0,0,135.12900792153903
36,22660,2999661,234.0,4.870715786037529,0,0,132.37691968225948
37,23815,3122558,248.1,4.870715786037529,0,0,131.11727902582405
38,22816,3318264,240.0,4.870715786037529,0,8192,145.43583450210377
39,24460,3190745,242.0,4.870715786037529,0,0,130.44746524938677
40,28761,3670510,259.0,4.870715786037529,0,0,127.62108410695038
41,25333,3125837,250.0,4.870715786037529,0,0,123.38992618323925
42,22678,2598337,212.1,4.870715786037529,0,0,114.57522709233618
43,22001,2742783,234.0,4.870721858113557,0,0,124.66628789600473
44,23002,3302488,238.0,4.870721858113557,0,0,143.5739500912964
45,23077,3040964,230.0,4.870721858113557,0,0,131.77466741777528
46,20876,2905340,227.0,4.870721858113557,0,16384,139.17129718336847
47,27766,3447535,267.9,4.870721858113557,0,0,124.16390549593028
48,21621,2811045,215.1,4.870721858113557,0,0,130.0145691688636
49,22430,3272307,238.1,4.870721858113557,0,0,145.88974587605884
50,19640,2484568,204.1,4.8707279301895845,0,0,126.50549898167006
51,26749,3276034,254.0,4.8707279301895845,0,0,122.47313918277318
52,20066,2685703,231.1,4.8707279301895845,0,0,133.84346656035083
53,20423,2945335,223.1,4.8707279301895845,0,0,144.21656955393428
54,20315,2625393,223.0,4.8707279301895845,0,0,129.23421117400935
55,23778,2948802,225.0,4.8707279301895845,0,8192,124.01387837496846
56,21671,3170557,248.9,4.8707279301895845,0,0,146.30413917216558
57,22138,3306033,244.1,4.8707279301895845,0,0,149.33747402656067
58,26477,3281311,260.9,4.8707279301895845,0,0,123.93061902783548
59,18737,2572387,207.2,4.8707279301895845,0,0,137.28916048460266
