time,net_p,net_b,cpu,mem,reads,writes,bperp
1,2042,216900,0.0,3.2976230494062966,0,434176,106.21939275220372
2,14578,1547508,158.4,3.297629121482325,0,458752,106.15365619426534
3,13934,1753350,141.5,3.297629121482325,0,0,125.83249605282045
4,13930,1452396,128.5,3.29764733771041,0,0,104.26389088298636
5,12718,1443421,141.5,3.297665553938494,0,0,113.49433873250511
6,14131,1747797,140.5,3.297665553938494,0,0,123.68530181869649
7,13473,1410494,123.5,3.297665553938494,0,0,104.6904178727826
8,13191,1432192,127.5,3.297665553938494,0,0,108.57342127207944
9,13954,1566598,128.5,3.297665553938494,0,0,112.26874014619465
10,15056,1578267,138.5,3.297665553938494,0,8192,104.82644792773645
11,14693,1590209,130.5,3.2976716260145227,0,0,108.22902062206492
12,15284,1858570,145.5,3.297677698090551,0,0,121.60232923318503
13,16168,1868188,149.4,3.2976898422426073,0,0,115.54849084611578
14,15655,1756786,142.5,3.297695914318635,0,0,112.21884381986585
15,13734,1509940,126.6,3.297695914318635,0,0,109.94175040046599
16,13882,1525499,128.5,3.297695914318635,0,16384,109.89043365509292
17,13955,1492489,130.5,3.297695914318635,0,0,106.95012540308133
18,14930,1644586,142.5,3.297708058470692,0,0,110.1531145344943
19,14872,1504199,128.5,3.297708058470692,0,0,101.14302044109736
20,14718,1624982,149.4,3.300816961397141,0,0,110.40779997282239
21,14852,1683962,140.5,3.300816961397141,0,0,113.38284406140588
22,14783,1498000,121.6,3.3008230334731694,0,4096,101.33261178380572
23,16834,1800590,143.6,3.3008230334731694,0,0,106.96150647499108
24,16879,1858142,150.5,3.3008230334731694,0,0,110.08602405355768
25,13383,1385975,121.6,3.3008230334731694,0,0,103.56235522678024
26,15192,1630442,137.6,3.3008351776252254,0,12288,107.3224065297525
27,16651,1714417,142.6,3.3008351776252254,0,0,102.9618040958501
28,15691,1847502,149.5,3.3008412497012536,0,393216,117.74278248677585
29,15053,1619353,132.5,3.3008412497012536,0,0,107.57676210722116
30,13857,1590553,132.5,3.3008412497012536,0,0,114.78335859132568
31,16175,1815087,146.5,3.3008412497012536,0,0,112.21557959814528
32,16975,1814323,141.6,3.3008412497012536,0,0,106.8820618556701
33,16847,1770755,142.6,3.3008412497012536,0,12288,105.10803110346056
34,14821,1544388,127.5,3.3008412497012536,0,0,104.20268537885433
35,12633,1287790,125.5,3.3054681716347583,0,29732864,101.93857357713924
36,13763,1545692,155.4,3.307411235963789,0,13119488,112.30778173363366
37,16492,1834757,144.5,3.3074537404959865,0,0,111.25133398011157
38,14288,1555661,138.5,3.307666263156974,0,0,108.87884938409854
39,16001,1697480,141.5,3.307672335233003,0,0,106.08586963314792
40,15304,1609421,135.5,3.307672335233003,0,0,105.16342132775745
41,14625,1516736,127.5,3.307672335233003,0,0,103.70844444444444
42,17082,1829936,149.5,3.307684479385059,0,0,107.12656597588105
43,16757,1831664,151.4,3.3076966235371152,0,0,109.3073939249269
44,16742,1785550,143.5,3.3076966235371152,0,0,106.65093776131884
45,16423,1691894,137.5,3.3076966235371152,0,0,103.0197893198563
46,15782,1653350,147.6,3.3076966235371152,0,40960,104.76175389684451
47,16390,1604340,135.5,3.3076966235371152,0,0,97.88529591214154
48,15386,1545725,133.5,3.3077026956131435,0,0,100.46308332250098
49,14941,1530554,133.5,3.3108176706156214,0,0,102.43986346295429
50,15236,1588145,128.6,3.3108176706156214,0,0,104.2363481228669
51,14376,1562336,125.5,3.3108176706156214,0,0,108.67668336115749
52,13916,1575757,127.6,3.3108176706156214,0,4096,113.23347226214429
53,15019,1670630,141.5,3.3108176706156214,0,0,111.2344363805846
54,15224,1660664,133.5,3.3108176706156214,0,0,109.08197582764056
55,16558,1623591,130.5,3.3108176706156214,0,0,98.05477714699843
56,15609,1608879,130.5,3.3108176706156214,0,36864,103.07380357486066
57,15199,1611482,131.5,3.3108176706156214,0,0,106.02552799526285
58,17473,1809339,141.5,3.3108358868437056,0,434176,103.55056372689292
59,16871,1948054,155.4,3.3108480309957624,0,0,115.46760713650643
