time,net_p,net_b,cpu,mem,reads,writes,bperp
1,21310,2917235,0.0,3.7068870457844247,0,0,136.89511966213047
2,29600,3675714,273.0,3.7068870457844247,0,0,124.17952702702702
3,19181,2893855,222.1,3.7068870457844247,0,98304,150.8709139252385
4,23641,2755834,230.2,3.7068870457844247,0,0,116.57011124740916
5,25694,3192783,233.2,3.7068870457844247,0,16384,124.26181209620923
6,26167,3046024,234.1,3.7068870457844247,0,0,116.40707761684564
7,24515,3289771,244.0,3.7068870457844247,0,12288,134.19420762798288
8,20683,2558202,210.1,3.7068870457844247,0,0,123.68621573272736
9,26148,3449395,259.9,3.7068870457844247,0,0,131.91811993269084
10,20753,2697152,217.0,3.7068870457844247,0,0,129.96443887630704
11,28098,3467406,262.9,3.7068870457844247,0,0,123.40401452060645
12,21111,2789730,221.1,3.7068870457844247,0,0,132.14580076737246
13,19471,2843884,227.2,3.7068870457844247,0,0,146.05741872528375
14,27410,3525411,263.8,3.7068870457844247,0,0,128.61769427216345
15,20479,2546012,218.1,3.7068870457844247,0,0,124.32306264954343
16,18992,3068978,235.0,3.7068870457844247,0,0,161.59319713563605
17,29850,3766659,284.1,3.7068870457844247,0,0,126.1862311557789
18,25987,3735661,249.3,3.7068870457844247,0,0,143.7511448031708
19,19420,2961220,223.1,3.7068870457844247,0,0,152.48300720906283
20,26035,3206421,251.2,3.7068870457844247,0,36864,123.15809487228731
21,20630,3055326,237.0,3.7068870457844247,0,0,148.1011148812409
22,21503,2690274,220.0,3.7068870457844247,0,0,125.111565828024
23,27962,3611653,263.1,3.7068870457844247,0,0,129.16289964952435
24,23187,3315813,253.9,3.7068870457844247,0,0,143.00310518825205
25,25195,3244218,239.9,3.7068870457844247,0,0,128.76435800754118
26,25412,3376926,238.0,3.7068870457844247,0,0,132.88706123091453
27,23084,2837717,226.0,3.7068870457844247,0,4096,122.9300381216427
28,27244,3245005,259.8,3.7068870457844247,0,0,119.10897812362354
29,22832,3025392,215.2,3.7068870457844247,0,0,132.50665732305535
30,27434,3301905,274.0,3.7068870457844247,0,0,120.35813224465991
31,28291,3446858,226.1,3.7068870457844247,0,0,121.83584885652681
32,27139,2931655,222.1,3.7068870457844247,0,0,108.02369284056155
33,24288,3011959,230.0,3.7068870457844247,0,16384,124.01016963109355
34,23729,2923488,216.0,3.7068870457844247,0,0,123.20316911795693
35,22898,3284084,265.8,3.7068870457844247,0,16384,143.42230762512008
36,15932,2578742,206.1,3.7068870457844247,0,0,161.8592769269395
37,34043,3760530,270.9,3.7068870457844247,0,0,110.46411890843933
38,19594,3129941,232.1,3.7068870457844247,0,0,159.73976727569664
39,22654,2975014,236.1,3.7068870457844247,0,0,131.32400459080074
40,28269,3379205,239.0,3.7068870457844247,0,0,119.53747921751742
41,21758,2734089,216.0,3.7068870457844247,0,0,125.65902196893097
42,27229,3298827,256.9,3.7068870457844247,0,0,121.15123581475632
43,24103,3232515,238.1,3.7068870457844247,0,0,134.11255860266357
44,21512,2614325,216.2,3.7068870457844247,0,0,121.52868166604686
45,22854,3185886,225.2,3.7068870457844247,0,0,139.40168023103178
46,20557,2848781,237.2,3.7068870457844247,0,0,138.5796079194435
47,32684,4386375,280.7,3.7068870457844247,0,0,134.20557459307307
48,19281,2785756,245.1,3.7068870457844247,0,0,144.48192521134797
49,23412,3421682,231.0,3.7068870457844247,0,0,146.15077737912182
50,21815,2975261,233.2,3.7068870457844247,0,16384,136.3860187944075
51,28595,4081265,282.7,3.7068870457844247,0,0,142.7265256163665
52,18033,2773839,220.0,3.7068870457844247,0,0,153.82016303443686
53,22215,2959505,226.0,3.7068870457844247,0,0,133.22102183209543
54,28519,3395601,253.0,3.7068870457844247,0,0,119.06451839124794
55,27282,4030554,273.8,3.7068870457844247,0,0,147.73674950516823
56,22056,2980370,222.0,3.7068870457844247,0,4096,135.12740297424736
57,20612,3063918,237.0,3.7068870457844247,0,0,148.64729283912285
58,26212,3546470,270.9,3.7068870457844247,0,0,135.2994811536701
59,21501,3276397,246.0,3.7068870457844247,0,0,152.38347053625412
