time,net_p,net_b,cpu,mem,reads,writes,bperp
1,11135,1169366,0.0,3.6775103419598913,0,434176,105.0171531207903
2,18920,2399446,203.1,3.6775103419598913,0,0,126.82061310782241
3,17104,2217454,206.1,3.6775103419598913,0,0,129.64534611786718
4,9143,903026,142.4,3.6775103419598913,0,0,98.7669255167888
5,19500,2221528,199.3,3.6775103419598913,0,0,113.92451282051282
6,10347,1068883,152.3,3.6775103419598913,0,0,103.3036628974582
7,19531,2520143,208.1,3.6775103419598913,0,0,129.03297322205725
8,10699,1188040,163.3,3.6775103419598913,0,0,111.04215347228713
9,17644,2151191,195.3,3.6775103419598913,0,0,121.92195647245522
10,16776,1798546,182.3,3.6775103419598913,0,0,107.20946590367191
11,11938,1434903,167.3,3.6775103419598913,0,0,120.19626403082593
12,18887,2333895,209.2,3.6775103419598913,0,0,123.57150420924445
13,10598,1359368,164.4,3.6775103419598913,0,0,128.26646537082468
14,18744,2201691,198.1,3.6775103419598913,0,0,117.46110755441741
15,9478,812801,145.4,3.6775103419598913,0,0,85.75659421818949
16,15597,2196715,202.3,3.6775103419598913,0,0,140.8421491312432
17,6654,771917,150.4,3.6775103419598913,0,0,116.00796513375413
18,18597,2427797,207.1,3.67741318874344,0,16384,130.5477765230951
19,15839,1814920,191.2,3.67741318874344,0,4096,114.58551676242188
20,10134,1240914,163.3,3.67741318874344,0,0,122.45056246299586
21,18619,2425726,213.2,3.67741318874344,0,0,130.28229228207744
22,11245,1334030,162.3,3.67741318874344,0,0,118.63317029791018
23,18297,1857004,189.2,3.67741318874344,0,0,101.49226649177461
24,12404,1581285,170.3,3.67741318874344,0,0,127.48186069009996
25,20579,2435925,216.1,3.67741318874344,0,0,118.36945429807085
26,8430,1058969,164.3,3.67741318874344,0,0,125.6190984578885
27,19855,2472975,208.1,3.67741318874344,0,0,124.5517501888693
28,14920,1848956,194.2,3.67741318874344,0,0,123.92466487935657
29,10732,1306023,163.5,3.67741318874344,0,24576,121.69427879239657
30,16478,2072519,198.1,3.67741318874344,0,0,125.77491200388397
31,11599,1414656,175.2,3.67741318874344,0,98304,121.96361755323734
32,16286,2054417,196.2,3.67741318874344,0,0,126.1461991894879
33,16783,1688679,185.3,3.67741318874344,0,0,100.61842340463565
34,12401,1379587,166.3,3.67741318874344,0,0,111.24804451253931
35,17598,2121185,200.1,3.67741318874344,0,0,120.53557222411638
36,10749,1250644,161.3,3.67741318874344,0,0,116.34979998139362
37,20559,2673433,228.0,3.67741318874344,0,0,130.03711270003404
38,8572,1056266,162.4,3.67741318874344,0,0,123.22281847876808
39,15412,2043547,196.2,3.67741318874344,0,0,132.59453672463016
40,15168,1494446,161.3,3.67741318874344,0,0,98.5262394514768
41,11483,1435675,175.2,3.67741318874344,0,0,125.02612557693982
42,18869,2459742,210.1,3.67741318874344,0,0,130.35889554295406
43,11844,1262624,172.4,3.67741318874344,0,0,106.60452549814252
44,16122,1765568,181.3,3.67741318874344,0,0,109.51296365215234
45,18741,2099575,201.2,3.67741318874344,0,0,112.03110826530067
46,9288,1265190,168.3,3.67741318874344,0,0,136.21770025839794
47,11689,1142428,164.3,3.67741318874344,0,0,97.73530669860553
48,21437,2384894,201.2,3.67741318874344,0,16384,111.2512944908336
49,14522,1671693,174.3,3.67741318874344,0,53248,115.11451590689988
50,11743,1611346,253.1,3.67741318874344,0,24576,137.2175764285106
51,12931,1790824,191.3,3.67741318874344,0,2457600,138.49075864202305
52,11897,1544495,177.3,3.67741318874344,0,0,129.82222409010674
53,18774,2085568,194.3,3.67741318874344,0,0,111.08810056461063
54,8362,928777,158.3,3.67741318874344,0,0,111.07115522602248
55,21000,2195215,201.2,3.67741318874344,0,0,104.53404761904761
56,11502,1339094,164.3,3.67741318874344,0,0,116.4227090940706
57,14822,2067639,208.2,3.67741318874344,0,0,139.4979759816489
58,11451,1261647,160.4,3.67741318874344,0,0,110.17788839402672
59,22071,2438006,211.2,3.67741318874344,0,8192,110.46196366272484
