time,net_p,net_b,cpu,mem,reads,writes,bperp
1,4096,229402,0.0,7.909006540354531,0,0,56.00634765625
2,4137,231800,131.4,7.909006540354531,0,0,56.030940294899686
3,30172,5298427,302.8,7.909006540354531,0,0,175.60741747315393
4,3457,193806,127.4,7.909006540354531,0,0,56.06190338443737
5,31386,4910243,291.7,7.909006540354531,0,0,156.4469190084751
6,3141,176124,124.4,7.909006540354531,0,0,56.07258834765998
7,3233,181126,123.4,7.909006540354531,0,0,56.02412619857717
8,32481,5257454,299.7,7.909006540354531,0,0,161.86244265878514
9,3578,200594,128.4,7.909006540354531,0,0,56.06316377864729
10,29487,4706764,270.2,7.909006540354531,0,32768,159.62166378404044
11,3819,214100,131.5,7.909006540354531,0,0,56.061796281749146
12,3672,205881,131.4,7.909006540354531,0,0,56.06781045751634
13,28440,4832588,297.7,7.909006540354531,0,0,169.92222222222222
14,3555,199308,129.4,7.909006540354531,0,16384,56.064135021097044
15,3487,195422,129.4,7.909006540354531,0,0,56.04301691998853
16,26288,5071753,309.6,7.909006540354531,0,0,192.93034844796105
17,3864,216600,132.4,7.909006540354531,0,0,56.05590062111801
18,30350,4721522,291.7,7.909006540354531,0,0,155.5690939044481
19,4138,231956,132.4,7.909006540354531,0,0,56.05509908168197
20,4318,242061,117.5,7.909006540354531,0,0,56.05859194071329
21,29345,4704455,280.7,7.909006540354531,0,0,160.31538592605213
22,4205,235694,132.4,7.909006540354531,0,0,56.05089179548157
23,30197,5004857,308.7,7.909006540354531,0,0,165.74020598072656
24,3733,209262,128.5,7.909006540354531,0,0,56.057326547013126
25,3644,204304,129.4,7.909006540354531,0,20480,56.065861690450056
26,37770,5976655,315.6,7.909006540354531,0,0,158.23815197246492
27,3188,178742,128.4,7.909006540354531,0,0,56.06712672521957
28,11888,1452634,181.2,7.909006540354531,0,0,122.19330417227457
29,18242,4041686,259.9,7.909006540354531,0,0,221.55936849029712
30,3294,184720,128.4,7.909006540354531,0,0,56.07771706132362
31,25048,4164968,276.8,7.909006540354531,0,0,166.27946343021398
32,3112,174486,129.5,7.909006540354531,0,0,56.068766066838045
33,26910,4740055,275.1,7.909006540354531,0,0,176.14474173169825
34,3726,346661,135.5,7.909006540354531,0,0,93.03837895866882
35,3188,178742,129.4,7.909006540354531,0,0,56.06712672521957
36,27767,4597513,281.8,7.909006540354531,0,0,165.57471098786328
37,3155,176920,127.4,7.909006540354531,0,0,56.07606973058637
38,20076,3957061,278.8,7.909006540354531,0,0,197.10405459254832
39,3695,207134,129.4,7.909006540354531,0,0,56.05791610284168
40,4088,229142,134.4,7.909006540354531,0,53248,56.05234833659491
41,25943,4237499,277.7,7.909006540354531,0,0,163.33881972015573
42,4184,234546,133.4,7.909006540354531,0,0,56.05783938814532
43,27863,4678670,292.7,7.909006540354531,0,0,167.91695079496105
44,3367,213377,114.5,7.909006540354531,0,0,63.37303237303237
45,3138,175940,125.5,7.909006540354531,0,0,56.06755895474825
46,29684,5141430,303.8,7.909006540354531,0,0,173.20543053496834
47,3221,180590,127.5,7.909006540354531,0,0,56.06643899410121
48,6091,517332,146.4,7.909006540354531,0,0,84.93383680840584
49,28898,4902380,287.8,7.909006540354531,0,0,169.64426603917227
50,3763,210942,130.4,7.909006540354531,0,0,56.0568695190008
51,29411,4728837,288.7,7.909006540354531,0,0,160.78463840059842
52,3685,206602,129.4,7.909006540354531,0,0,56.06567164179104
53,4356,244162,134.4,7.909006540354531,0,0,56.05188246097337
54,23485,4318790,287.8,7.90901261243056,0,0,183.8956780923994
55,4343,243422,135.5,7.90901261243056,0,20480,56.049274694911354
56,30165,5319425,292.9,7.90901261243056,0,0,176.34427316426323
57,3655,255227,127.5,7.90901261243056,0,0,69.8295485636115
58,3393,190036,131.4,7.90901261243056,0,0,56.008252284114356
59,30851,5336093,309.6,7.90901261243056,0,0,172.96337233801174
