time,net_p,net_b,cpu,mem,reads,writes,bperp
1,11058,1269836,0.0,5.237056276972162,0,4096,114.83414722372943
2,14649,1733103,178.3,5.237056276972162,0,0,118.30862174892484
3,16774,1716382,177.2,5.237056276972162,0,16384,102.32395373792775
4,8849,1142711,166.3,5.237056276972162,0,0,129.13447847214374
5,15113,1890562,187.2,5.237056276972162,0,0,125.09508370277244
6,13904,1778119,187.2,5.237056276972162,0,0,127.88542865362486
7,8020,930608,151.3,5.237056276972162,0,0,116.03591022443891
8,19002,2307979,204.1,5.237056276972162,0,0,121.45979370592569
9,17141,2134872,199.3,5.237056276972162,0,0,124.54769266670556
10,12109,1331894,168.3,5.237056276972162,0,0,109.99207201255264
11,17354,2313980,208.2,5.237056276972162,0,49152,133.3398640082978
12,10936,1274110,167.3,5.237056276972162,0,0,116.50603511338699
13,18159,2255693,213.1,5.237056276972162,0,294912,124.219009857371
14,10802,1114630,159.0,5.237056276972162,0,0,103.18737270875764
15,18376,2325863,206.2,5.237056276972162,0,0,126.57069003047454
16,10141,1085249,158.4,5.237056276972162,0,0,107.01597475594123
17,18425,2373832,211.1,5.237074493200247,0,0,128.8375576662144
18,10906,1258924,164.3,5.237080565276274,0,0,115.43407298734641
19,19719,2502816,215.1,5.236989484135851,0,0,126.92408337136771
20,12401,1746770,184.2,5.236989484135851,0,0,140.8571889363761
21,17990,2527575,218.3,5.236989484135851,0,0,140.49888827126182
22,12236,1389067,170.4,5.236989484135851,0,0,113.52296502124878
23,11983,1416220,169.2,5.236989484135851,0,0,118.18576316448302
24,20694,2586118,217.1,5.2369955562118795,0,0,124.96945974678651
25,12657,1459404,170.2,5.2369955562118795,0,0,115.30410049774828
26,20439,2572381,213.3,5.2369955562118795,0,0,125.85649982875874
27,11693,1267255,163.3,5.2369955562118795,0,0,108.3772342427093
28,18142,2297010,202.2,5.237001628287908,0,0,126.61283210230404
29,11338,1636158,182.2,5.237001628287908,0,0,144.30746163344506
30,19570,2366967,209.1,5.237007700363936,0,0,120.94874808380173
31,10201,1284297,175.4,5.237007700363936,0,4096,125.89912753651603
32,18992,2184242,200.2,5.237013772439965,0,0,115.0085299073294
33,10748,1351572,169.3,5.237013772439965,0,16384,125.75102344622255
34,17177,2084769,201.1,5.237013772439965,0,0,121.36979682133085
35,9692,949890,152.3,5.237013772439965,0,0,98.00763516302105
36,17543,2144206,201.1,5.237013772439965,0,0,122.22573106082199
37,8921,918088,152.3,5.237013772439965,0,0,102.9131263311288
38,20318,2447270,215.0,5.237019844515992,0,0,120.4483709026479
39,17931,2318947,210.1,5.237031988668049,0,0,129.326139088729
40,11118,1351345,172.3,5.237031988668049,0,0,121.54569167116388
41,15461,2099947,205.1,5.237031988668049,0,8192,135.82219778798267
42,8498,1168272,165.3,5.237031988668049,0,0,137.47611202635915
43,20798,2398564,204.1,5.237038060744077,0,81920,115.32666602557939
44,7254,989064,163.3,5.237038060744077,0,0,136.34739454094293
45,20141,2378012,208.1,5.237038060744077,0,0,118.06821905565761
46,10291,1146814,161.3,5.237038060744077,0,0,111.43853852881158
47,20026,2614889,219.1,5.237038060744077,0,0,130.57470288624788
48,8209,1098196,164.3,5.237038060744077,0,0,133.77951029358022
49,22692,2785378,223.3,5.237044132820105,0,0,122.74713555438039
50,11487,1363127,174.3,5.237044132820105,0,0,118.66692783146165
51,17810,2290364,209.1,5.237044132820105,0,0,128.59988770353735
52,12426,1503388,173.2,5.237044132820105,0,0,120.9872847255754
53,17080,2216592,205.1,5.237044132820105,0,0,129.77704918032788
54,10312,1010136,152.5,5.237050204896134,0,0,97.95733126454616
55,14285,1696379,179.2,5.237050204896134,0,0,118.75246762338116
56,17299,2355595,217.8,5.237056276972162,0,0,136.1694317590612
57,12285,1521847,174.2,5.237056276972162,0,0,123.87846967846968
58,20998,2773061,227.0,5.237056276972162,0,0,132.06310124773788
59,14404,1796690,185.2,5.237056276972162,0,0,124.73549014162732
