time,net_p,net_b,cpu,mem,reads,writes,bperp
1,11970,1343784,0.0,3.6605874660692392,0,0,112.26265664160401
2,12404,1691420,186.1,3.6605874660692392,0,0,136.36085133827797
3,12024,1514721,173.2,3.6605874660692392,0,0,125.9748003992016
4,15192,1872600,185.3,3.6605874660692392,0,8192,123.26224328593997
5,12500,1757000,182.3,3.6605874660692392,0,65536,140.56
6,10610,1379715,165.3,3.6605874660692392,0,532480,130.0391140433553
7,16687,2300977,209.1,3.6605874660692392,0,16384,137.890393719662
8,11193,1568261,177.3,3.6605874660692392,0,0,140.11087286697042
9,14134,1646515,174.2,3.6605874660692392,0,0,116.49320786755342
10,13384,1592580,172.2,3.6605874660692392,0,81920,118.99133293484758
11,13764,1599313,175.2,3.6605874660692392,0,0,116.19536471955827
12,10199,1306696,172.2,3.6605874660692392,0,0,128.1200117658594
13,12421,1362051,164.3,3.6605874660692392,0,0,109.65711295386845
14,16109,1870450,183.4,3.6605874660692392,0,0,116.11211124216277
15,14128,1931160,188.2,3.6605874660692392,0,81920,136.6902604756512
16,12632,1514150,172.2,3.6605874660692392,0,0,119.86621279290691
17,12963,1539860,175.3,3.6605874660692392,0,0,118.78886060325542
18,13941,1578486,173.2,3.6605874660692392,0,0,113.22616741984076
19,12087,1306224,162.3,3.6605874660692392,0,0,108.06850335070737
20,12518,1524720,175.3,3.6605874660692392,0,24576,121.80220482505193
21,13250,1353851,161.3,3.6605874660692392,0,0,102.17743396226415
22,14953,1740511,179.2,3.6605874660692392,0,0,116.3987828529392
23,10466,1006162,152.3,3.6605874660692392,0,0,96.13625071660616
24,12023,1300880,163.3,3.6605874660692392,0,4096,108.19928470431672
25,15809,2091698,197.1,3.6605874660692392,0,0,132.3105825795433
26,10846,1231722,162.3,3.6605874660692392,0,0,113.56463212244145
27,14284,1706335,183.2,3.6605874660692392,0,0,119.4577849341921
28,12087,1318021,162.3,3.6605874660692392,0,0,109.04451063125673
29,10940,1435605,176.2,3.6605874660692392,0,0,131.22531992687385
30,13926,1386799,163.3,3.6605874660692392,0,0,99.58344104552636
31,12964,1500032,169.2,3.6605874660692392,0,0,115.70749768589941
32,13840,1438747,163.3,3.6605874660692392,0,0,103.95570809248555
33,15453,1715556,176.3,3.6605874660692392,0,0,111.01766647252961
34,17479,1948705,181.3,3.6605874660692392,0,8192,111.48835745752045
35,13172,1412777,168.2,3.6605874660692392,0,0,107.25607348921956
36,17721,1768619,177.2,3.6605874660692392,0,327680,99.80356639015857
37,14043,1280187,156.3,3.6605874660692392,0,16384,91.16193121127964
38,12573,1297791,161.3,3.6605874660692392,0,0,103.22047244094489
39,18657,2097340,192.2,3.6605874660692392,0,0,112.41571528112773
40,11367,1246380,167.4,3.6605874660692392,0,12288,109.64898390076537
41,11536,1338588,163.3,3.6605874660692392,0,0,116.03571428571429
42,14438,1589165,175.2,3.6605874660692392,0,0,110.06822274553262
43,10366,977847,149.3,3.6605874660692392,0,0,94.33214354620875
44,14365,1508678,170.3,3.6605874660692392,0,0,105.02457361642882
45,15619,1542141,172.3,3.6604903128527875,0,4096,98.73493821627505
46,7509,943088,157.3,3.6604903128527875,0,0,125.59435344253562
47,15913,1613667,175.3,3.6604903128527875,0,0,101.40558034311569
48,13967,1643227,178.2,3.6604903128527875,0,0,117.65067659483067
49,13761,1354807,161.3,3.6604963849288157,0,0,98.4526560569726
50,15441,2002617,201.2,3.6604963849288157,0,0,129.69477365455606
51,12395,1426425,173.3,3.6604963849288157,0,0,115.080677692618
52,13106,1267756,158.4,3.6604963849288157,0,0,96.73096291774759
53,15307,1875352,188.3,3.6604963849288157,0,0,122.51597308420983
54,12421,1375581,165.3,3.6604963849288157,0,4096,110.74639723049674
55,13293,1364650,161.3,3.6604963849288157,0,0,102.65929436545551
56,14064,1500129,176.3,3.6604963849288157,0,0,106.66446245733789
57,16055,1862736,188.2,3.6604963849288157,0,0,116.02217377763937
58,16853,1902929,184.2,3.6604963849288157,0,0,112.91336853972587
59,10664,1242904,164.3,3.6604963849288157,0,0,116.55138784696175
