time,net_p,net_b,cpu,mem,reads,writes,bperp
1,201788,16768925,0.0,3.6586808341963777,0,65536,83.10169583919757
2,208015,17258257,351.7,3.658881212705309,0,0,82.9664062687787
3,199379,15992210,328.7,3.659221248962889,0,0,80.21010236785219
4,173927,13782111,287.9,3.659221248962889,0,0,79.24077917747101
5,182191,14983956,318.1,3.6624698096379875,0,0,82.2431184855454
6,161600,14228566,335.1,3.6628098458955685,0,65536,88.04805693069306
7,231317,17271842,331.8,3.6628159179715967,0,0,74.66741311706446
8,195071,16098954,333.7,3.6629616477962736,0,0,82.52868955405981
9,198194,15781018,312.8,3.663168098381233,0,0,79.62409558311553
10,211478,17022999,386.5,3.665196171774659,0,0,80.49536594823103
11,231035,18991590,470.4,3.6710860855220337,0,49152,82.20222044279005
12,203579,16741532,354.0,3.6712318153467107,0,425984,82.23604595758894
13,193287,15976976,337.0,3.671565779528263,0,0,82.65934077304733
14,220359,18252032,367.6,3.6718997437098153,0,16384,82.82862056916214
15,198744,16598632,349.7,3.6721790592071133,0,12288,83.51765084732118
16,249431,20479237,402.5,3.6724765909324963,0,81920,82.10381628586663
17,217613,16662072,325.7,3.6728044830380195,0,0,76.56744771681839
18,247153,19600246,387.5,3.6728044830380195,0,0,79.30409908032676
19,276690,21383302,392.5,3.673023077775036,0,0,77.28252557013263
20,265796,21281800,412.5,3.6733813302607006,0,0,80.06817258348508
21,280108,21245816,387.6,3.6735634925415477,0,53248,75.84865837462694
22,249437,19110371,357.7,3.6735634925415477,0,0,76.61401877027065
23,281177,21237217,381.6,3.673630285377858,0,0,75.52970904448088
24,267545,19793063,361.7,3.673630285377858,0,0,73.980313592106
25,244168,18520421,347.7,3.673630285377858,0,0,75.85113937944367
26,216208,16918539,337.7,3.6736545736819712,0,65536,78.251216421224
27,121075,10432572,275.0,3.6767756207604765,0,0,86.16619450753664
28,190224,15036742,316.8,3.6767816928365047,0,0,79.04755446210783
29,123735,10993876,267.0,3.6767816928365047,0,0,88.85017173798845
30,144731,11641557,262.0,3.6767816928365047,0,0,80.43582231864632
31,199864,14890922,293.9,3.6767816928365047,0,65536,74.50527358603851
32,190678,14904194,302.8,3.6767816928365047,0,0,78.16420352636382
33,154199,12505413,275.9,3.6767816928365047,0,0,81.09918352259093
34,186732,14766131,310.8,3.6767816928365047,0,16384,79.07659640554377
35,196558,15310078,306.8,3.6767816928365047,0,0,77.89089225572096
36,222201,17068055,332.7,3.6767816928365047,0,49152,76.81358319719533
37,218465,16586787,317.8,3.6767816928365047,0,0,75.92423042592635
38,262233,19457139,359.6,3.6767816928365047,0,0,74.19790415393943
39,242096,18448021,354.6,3.6767816928365047,0,16384,76.20126313528517
40,226168,17334797,335.7,3.6767816928365047,0,0,76.64566605355311
41,261828,19091954,345.7,3.6767816928365047,0,49152,72.91792321676826
42,241860,18578978,360.6,3.6767816928365047,0,368640,76.8170759943769
43,254667,19140262,360.6,3.6767938369885615,0,0,75.15799848429518
44,200595,15710537,313.8,3.6767938369885615,0,16384,78.31968394027767
45,231676,17494517,329.7,3.6767938369885615,0,36864,75.51285847476649
46,237059,18106427,341.7,3.6767938369885615,0,65536,76.37941187636834
47,235456,17953945,349.7,3.6767938369885615,0,0,76.25180500815439
48,250573,18739694,351.7,3.6767938369885615,0,0,74.78736336317161
49,188230,14409193,287.9,3.6767938369885615,0,0,76.55099080911651
50,190432,16402075,327.8,3.6767938369885615,0,0,86.13087611325828
51,235664,17543958,316.8,3.6767938369885615,0,61440,74.44479428338651
52,197507,15124964,304.9,3.6767938369885615,0,0,76.57938199658746
53,205187,15576060,300.9,3.6767938369885615,0,0,75.91153435646508
54,194758,14974873,308.8,3.676818125292674,0,0,76.88964253073044
55,193867,15010358,322.1,3.676824197368702,0,0,77.4260601340094
56,234794,17728304,330.8,3.6768424135967868,0,0,75.50577953440038
57,253522,18972368,339.7,3.6768424135967868,0,0,74.83519378988805
58,230461,17514081,334.7,3.6768424135967868,0,0,75.9958561318401
59,234035,17605494,342.7,3.6768424135967868,0,0,75.22590210865896
