time,net_p,net_b,cpu,mem,reads,writes,bperp
1,189977,14399027,0.0,4.415073272955848,0,81920,75.79352763755612
2,208765,16145569,334.7,4.415073272955848,0,4096,77.33848585730367
3,212384,15970535,313.8,4.415085417107904,0,16384,75.19650726985084
4,251306,18655215,353.7,4.415085417107904,0,0,74.23306646080873
5,243077,18472402,367.6,4.415085417107904,0,0,75.9940348120143
6,225177,17207653,338.7,4.415085417107904,0,65536,76.41834201539234
7,246415,18578717,356.7,4.415085417107904,0,0,75.39604731854797
8,232198,17601832,342.7,4.415085417107904,0,0,75.80526964056538
9,266699,19408296,349.7,4.415085417107904,0,0,72.77228636027881
10,253270,18959871,370.7,4.415085417107904,0,0,74.86031113041419
11,240955,18191596,361.7,4.415085417107904,0,98304,75.49789794774958
12,233422,17256343,332.7,4.415085417107904,0,0,73.92766320226885
13,201266,15220247,306.9,4.415085417107904,0,0,75.62254429461508
14,168181,13333945,290.9,4.415085417107904,0,0,79.28330191876609
15,202981,15464500,313.0,4.415085417107904,0,0,76.18693375242017
16,212275,16091962,321.8,4.415085417107904,0,81920,75.80714639029561
17,213882,15831050,312.9,4.415085417107904,0,0,74.0176826474411
18,183247,13874219,307.9,4.415085417107904,0,0,75.71321222175534
19,220958,17604802,338.8,4.415085417107904,0,0,79.67487938884312
20,184077,14601782,320.8,4.415085417107904,0,0,79.32431536802534
21,240486,18143821,351.7,4.415085417107904,0,65536,75.44647505468093
22,236383,17585185,341.8,4.415085417107904,0,0,74.39276513116425
23,202857,15661381,340.8,4.416166246640928,0,409600,77.20404521411635
24,204906,15412444,317.8,4.416166246640928,0,0,75.2171434706646
25,207649,15733383,323.8,4.416166246640928,0,0,75.76912482121271
26,236921,18097018,367.6,4.416166246640928,0,139264,76.38418713410799
27,204922,15584116,336.8,4.416166246640928,0,0,76.04901377109339
28,202585,15449661,324.8,4.416166246640928,0,20480,76.26261075597897
29,239751,18173463,349.7,4.416166246640928,0,0,75.80140645920142
30,228649,17331507,343.7,4.416166246640928,0,0,75.79961862942764
31,226080,17094910,346.7,4.416166246640928,0,49152,75.61442852087757
32,212955,16372618,335.7,4.416166246640928,0,4096,76.88299405977789
33,225011,16792241,329.8,4.416166246640928,0,16384,74.62853371612944
34,231842,17585724,352.7,4.416166246640928,0,0,75.85219244140406
35,236912,17444359,336.8,4.416166246640928,0,0,73.63223053285608
36,209711,15677377,318.9,4.416166246640928,0,0,74.75705613916294
37,209412,16066256,322.8,4.416166246640928,0,0,76.72079919011327
38,175257,13573096,298.9,4.416166246640928,0,0,77.44681239551059
39,205940,15618723,305.9,4.416166246640928,0,0,75.84113333980771
40,215019,16213742,321.8,4.416166246640928,0,0,75.4060896943991
41,220790,16476646,326.8,4.416166246640928,0,0,74.62587073689932
42,216412,16439301,343.8,4.416166246640928,0,0,75.96298264421566
43,203599,15829216,331.8,4.416166246640928,0,0,77.74702233311558
44,190711,14938883,319.8,4.416166246640928,0,0,78.3325712727635
45,213655,16434124,348.7,4.416166246640928,0,0,76.9189768552105
46,240863,18088362,348.8,4.416166246640928,0,0,75.09813462424698
47,216586,16121626,317.8,4.416166246640928,0,0,74.43521741940846
48,200778,14951690,313.9,4.416166246640928,0,0,74.46876649832153
49,188024,14435094,295.9,4.416166246640928,0,0,76.77261413436582
50,190241,14717924,311.8,4.416166246640928,0,0,77.3646269731551
51,187392,14623468,311.9,4.416166246640928,0,0,78.03677851775956
52,179161,13647986,311.9,4.416166246640928,0,0,76.17721490726218
53,200704,15298277,319.9,4.416166246640928,0,319488,76.22307975924745
54,194583,14524218,296.9,4.416166246640928,0,0,74.64278996623548
55,208694,16170788,316.8,4.416166246640928,0,0,77.48563926131082
56,179849,13586693,303.9,4.416166246640928,0,28672,75.54500164026489
57,173240,13249148,293.9,4.416166246640928,0,0,76.47857307781113
58,182562,14329799,302.9,4.416166246640928,0,0,78.49278053483201
59,184979,14477732,305.9,4.416069093424476,0,0,78.26689516107234
