time,net_p,net_b,cpu,mem,reads,writes,bperp
1,43628,3437892,0.0,3.027628188811447,0,0,78.80012835793526
2,42459,3218976,152.4,3.027628188811447,0,0,75.81374973503851
3,44583,3334965,153.5,3.027628188811447,0,4096,74.80351254962653
4,43159,3282095,155.5,3.027628188811447,0,0,76.04659514817304
5,48684,4003007,172.4,3.027628188811447,0,32948224,82.22428313203517
6,45320,3500390,155.4,3.027628188811447,0,37953536,77.23720211827008
7,43987,3294385,154.4,3.027628188811447,0,0,74.89451428831245
8,45120,3585980,172.4,3.027628188811447,0,0,79.47650709219859
9,46870,3841374,176.3,3.027628188811447,0,0,81.9580541924472
10,47169,3561981,160.4,3.027628188811447,0,0,75.51529606309228
11,46920,3553329,161.5,3.027628188811447,0,25862144,75.73164961636829
12,44441,3351360,156.4,3.027628188811447,0,53833728,75.41144438693999
13,45287,3326061,153.5,3.027634260887475,0,0,73.44405679334025
14,42436,3401861,163.4,3.027634260887475,0,0,80.16450655104157
15,43520,3495363,165.4,3.027634260887475,0,28672,80.31624540441176
16,43351,3413175,157.4,3.027634260887475,0,0,78.7334778897834
17,42760,3349334,159.4,3.027634260887475,0,65536,78.32867165575304
18,44007,3306818,154.4,3.027634260887475,0,0,75.14299997727635
19,43698,3393313,159.4,3.030755307965981,0,0,77.65373701313561
20,44221,3455075,163.4,3.030755307965981,0,4096,78.13199611044526
21,40148,3094218,147.5,3.030755307965981,0,0,77.0702899272691
22,41549,3264061,159.4,3.030755307965981,0,729088,78.55931550699175
23,40929,3172601,155.5,3.030755307965981,0,0,77.5147450462997
24,41383,3207367,154.4,3.030755307965981,0,0,77.50445835246357
25,39462,3033195,149.4,3.030755307965981,0,0,76.8636916527292
26,38692,2844318,143.5,3.030761380042009,0,36864,73.5117853819911
27,41782,2937322,140.5,3.030761380042009,0,32768,70.30113445981523
28,44546,3303062,155.5,3.030761380042009,0,0,74.14946347595743
29,42524,3235000,152.5,3.030761380042009,0,0,76.07468723544352
30,44238,3415502,159.4,3.030761380042009,0,0,77.20742348207423
31,43358,3452051,159.4,3.030761380042009,0,0,79.61739471377831
32,42582,3439275,152.4,3.030761380042009,0,4096,80.7682823728336
33,43514,3251078,154.4,3.030761380042009,0,0,74.71337960196718
34,43723,3388161,158.4,3.030761380042009,0,0,77.491503327768
35,45845,3719403,165.4,3.030761380042009,0,0,81.1299596466354
36,39244,3091058,153.4,3.030761380042009,0,0,78.76511059015391
37,41647,3252053,157.4,3.030761380042009,0,0,78.08612865272408
38,42239,3324085,155.4,3.030761380042009,0,0,78.69705722199863
39,44034,3507774,170.4,3.030761380042009,0,0,79.6605804605532
40,43026,3424628,164.4,3.030761380042009,0,0,79.59438479059173
41,45450,3586154,165.4,3.030761380042009,0,0,78.90327832783278
42,43743,3323363,158.4,3.030761380042009,0,0,75.97473881535332
43,44385,3463957,165.4,3.030761380042009,0,0,78.04341556832263
44,40472,3179554,156.4,3.030761380042009,0,0,78.5618205178889
45,43707,3362848,160.4,3.030761380042009,0,16384,76.94071887798293
46,44748,3710167,174.4,3.030761380042009,0,0,82.9124653615804
47,44474,3608609,168.4,3.030761380042009,0,0,81.13974456986104
48,46292,3688613,168.5,3.030761380042009,0,0,79.68143523719002
49,47009,3854641,176.4,3.030761380042009,0,0,81.99793656533855
50,47932,3489995,156.4,3.030761380042009,0,0,72.81137861971126
51,48483,3812108,167.4,3.030761380042009,0,0,78.62772518202256
52,48617,3924676,175.3,3.030761380042009,0,262144,80.72641257173417
53,46332,3699459,166.4,3.0306642268255577,0,0,79.84673659673659
54,44718,3385554,155.4,3.032546570394306,0,0,75.70897625117402
55,46612,3532096,158.4,3.032546570394306,0,0,75.77653823049859
56,46033,3662503,167.5,3.032546570394306,0,40960,79.56255295114374
57,45999,3563953,164.5,3.032546570394306,0,0,77.47892345485772
58,43181,3463631,166.4,3.032546570394306,0,0,80.21192191009935
59,42923,3148878,147.5,3.032546570394306,0,0,73.361088460732
